country,series_name,quarter,base_year,base_value,currency,value,scope_inclusions,scope_exclusions,source_url,is_placeholder,provenance_note,replace_with
SG,HDB,2024Q3,2010,100.0,SGD,135.2,"HDB public housing building works, superstructure and finishes",Piling;External Works;M&E Services,https://www.hdb.gov.sg/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual HDB tender price index value published via the SISV TPI circular
SG,HDB,2024Q4,2010,100.0,SGD,136.0,"HDB public housing building works, superstructure and finishes",Piling;External Works;M&E Services,https://www.hdb.gov.sg/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual HDB tender price index value published via the SISV TPI circular
SG,RLB,2023Q1,2010,100.0,SGD,121.5,Building construction: superstructure and finishes,Piling;Substructure;External Works;M&E Services;Preliminaries,https://www.rlb.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual RLB Rider's Digest tender price index value for Singapore
SG,RLB,2023Q2,2010,100.0,SGD,123.0,Building construction: superstructure and finishes,Piling;Substructure;External Works;M&E Services;Preliminaries,https://www.rlb.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual RLB Rider's Digest tender price index value for Singapore
SG,RLB,2023Q3,2010,100.0,SGD,124.6,Building construction: superstructure and finishes,Piling;Substructure;External Works;M&E Services;Preliminaries,https://www.rlb.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual RLB Rider's Digest tender price index value for Singapore
SG,RLB,2023Q4,2010,100.0,SGD,126.1,Building construction: superstructure and finishes,Piling;Substructure;External Works;M&E Services;Preliminaries,https://www.rlb.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual RLB Rider's Digest tender price index value for Singapore
SG,RLB,2024Q1,2010,100.0,SGD,127.4,Building construction: superstructure and finishes,Piling;Substructure;External Works;M&E Services;Preliminaries,https://www.rlb.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual RLB Rider's Digest tender price index value for Singapore
SG,RLB,2024Q2,2010,100.0,SGD,128.8,Building construction: superstructure and finishes,Piling;Substructure;External Works;M&E Services;Preliminaries,https://www.rlb.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual RLB Rider's Digest tender price index value for Singapore
SG,RLB,2024Q3,2010,100.0,SGD,130.0,Building construction: superstructure and finishes,Piling;Substructure;External Works;M&E Services;Preliminaries,https://www.rlb.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual RLB Rider's Digest tender price index value for Singapore
SG,RLB,2024Q4,2010,100.0,SGD,131.3,Building construction: superstructure and finishes,Piling;Substructure;External Works;M&E Services;Preliminaries,https://www.rlb.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual RLB Rider's Digest tender price index value for Singapore
SG,AECOM,2023Q1,2010,100.0,SGD,124.9,"Building construction cost index, all building types",External Works,https://www.aecom.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual AECOM Singapore tender price index value from the AECOM Quarterly Cost Review
SG,AECOM,2023Q2,2010,100.0,SGD,126.3,"Building construction cost index, all building types",External Works,https://www.aecom.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual AECOM Singapore tender price index value from the AECOM Quarterly Cost Review
SG,AECOM,2023Q3,2010,100.0,SGD,127.8,"Building construction cost index, all building types",External Works,https://www.aecom.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual AECOM Singapore tender price index value from the AECOM Quarterly Cost Review
SG,AECOM,2023Q4,2010,100.0,SGD,129.0,"Building construction cost index, all building types",External Works,https://www.aecom.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual AECOM Singapore tender price index value from the AECOM Quarterly Cost Review
SG,AECOM,2024Q1,2010,100.0,SGD,130.2,"Building construction cost index, all building types",External Works,https://www.aecom.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual AECOM Singapore tender price index value from the AECOM Quarterly Cost Review
SG,AECOM,2024Q2,2010,100.0,SGD,131.4,"Building construction cost index, all building types",External Works,https://www.aecom.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual AECOM Singapore tender price index value from the AECOM Quarterly Cost Review
SG,AECOM,2024Q3,2010,100.0,SGD,132.5,"Building construction cost index, all building types",External Works,https://www.aecom.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual AECOM Singapore tender price index value from the AECOM Quarterly Cost Review
SG,AECOM,2024Q4,2010,100.0,SGD,133.6,"Building construction cost index, all building types",External Works,https://www.aecom.com/,true,"INDICATIVE. The BCA Tender Price Index and the SISV circular series are published as quarterly releases; no machine-readable feed could be verified from this environment, so this value is synthetic. The Singapore MATERIAL price series in this database are REAL.",# TODO: replace with the actual AECOM Singapore tender price index value from the AECOM Quarterly Cost Review
IN,WPI-CONST,2023Q2,2022,100.0,INR,96.1,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2023Q2. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2023Q3,2022,100.0,INR,93.2,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2023Q3. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2023Q4,2022,100.0,INR,93.6,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2023Q4. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2024Q1,2022,100.0,INR,90.7,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2024Q1. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2024Q2,2022,100.0,INR,92.1,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2024Q2. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2024Q3,2022,100.0,INR,88.1,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2024Q3. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2024Q4,2022,100.0,INR,87.6,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2024Q4. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2025Q1,2022,100.0,INR,87.2,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2025Q1. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2025Q2,2022,100.0,INR,88.9,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2025Q2. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2025Q3,2022,100.0,INR,86.1,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2025Q3. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2025Q4,2022,100.0,INR,84.4,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2025Q4. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2026Q1,2022,100.0,INR,88.7,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2026Q1. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CONST,2026Q2,2022,100.0,INR,92.6,"Wholesale Price Index of the weighted composite of the cement and steel sub-groups (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. DERIVED SERIES - Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry, Wholesale Price Index, base 2022-23 = 100. WPI-CONST is not a single published WPI row: it is a weight-blended composite of the published group indices 'Manufacture of cement, lime and plaster (WPI commodity code 1313050000, weight 1.68125)' and 'Manufacture of basic iron and steel (commodity code 1314010000, weight 6.31601)' - 21.02% cement / 78.98% steel - averaged over the published months of calendar quarter 2026Q2. The blended monthly values come straight from the publisher's workbook; the weighting is the publisher's own commodity weights. Reproduce with python tools/verify_seed_data.py, which re-derives this series and every other seeded value from the source file.",
IN,WPI-CEM,2023Q2,2022,100.0,INR,97.8,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q2.",
IN,WPI-CEM,2023Q3,2022,100.0,INR,97.8,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q3.",
IN,WPI-CEM,2023Q4,2022,100.0,INR,100.7,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q4.",
IN,WPI-CEM,2024Q1,2022,100.0,INR,96.8,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q1.",
IN,WPI-CEM,2024Q2,2022,100.0,INR,94.3,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q2.",
IN,WPI-CEM,2024Q3,2022,100.0,INR,91.9,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q3.",
IN,WPI-CEM,2024Q4,2022,100.0,INR,93.2,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q4.",
IN,WPI-CEM,2025Q1,2022,100.0,INR,94.2,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q1.",
IN,WPI-CEM,2025Q2,2022,100.0,INR,96.0,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q2.",
